Date, ALMANYA, ARNAVUTLUK, AVUSTURYA, BELCIKA, BOSNAHERSEK, BULGARISTAN, CEKCUMHURIYETI, DANIMARKA, ESTONYA, FINLANDIYA, FRANSA, GKIBRIS, HIRVATISTAN, HOLLANDA, INGILTERE, IRLANDA, ISPANYA, ISVEC, ISVICRE, ITALYA, IZLANDA, KARADAG, KOSOVA, LETONYA, LITVANYA, LUKSEMBURG, MACARISTAN, MAKEDONYA, MALTA, NORVEC, POLONYA, PORTEKIZ, ROMANYA, SIRBISTAN, SLOVAKYA, SLOVENYA, YUNANISTAN, DAVRUPA, AVRUPATOP, AZERBAYCAN, BELARUS, ERMENISTAN, GURCISTAN, KAZAKISTAN, KIRGIZISTAN, MOLDOVACUM, OZBEKISTAN, RUSYA, TACIKISTAN, TURKMENISTAN, UKRAYNA, BDTTOPLAM, ABD, ARJANTIN, BREZILYA, KANADA, KOLOMBIYA, MEKSIKA, SILI, VENEZUELLA, DAMERIKA, AMERIKATOP, CEZAYIR, FAS, GAFRIKA, LIBYA, MISIR, SUDAN, TUNUS, DAFRIKA, AFRIKATOP, BAE, BAHREYN, BANGLADES, CIN, ENDONEZYA, FILIPINLER, GKORE, HINDISTAN, IRAK, IRAN, ISRAIL, JAPONYA, KKTC, KATAR, KUVEYT, LUBNAN, MALEZYA, PAKISTAN, SINGAPUR, SURIYE, SUUDARABISTAN, TAYLAND, URDUN, YEMEN, DASYA, ASYATOP, AVUSTRALYA, YENIZELLANDA, OKYANUSYA, MILLIYESIZ, GTOPLAM
2009-11-01,31200300.0,372300.0,2552100.0,2691400.0,424900.0,13042200.0,809500.0,865300.0,138400.0,534300.0,5247400.0,53500.0,240000.0,4515400.0,7467700.0,352100.0,2284700.0,1634000.0,1244500.0,3267400.0,31900.0,55400.0,310300.0,176400.0,239800.0,46200.0,393600.0,881200.0,24300.0,871300.0,842700.0,222600.0,1734700.0,699100.0,213400.0,167900.0,4501400.0,11900.0,90361500.0,3438500.0,317200.0,494800.0,5811100.0,922900.0,438900.0,667500.0,724700.0,6529600.0,180300.0,1337500.0,2108900.0,22971900.0,6010900.0,110300.0,319700.0,1244400.0,34400.0,172400.0,45500.0,36300.0,258700.0,8232600.0,645800.0,517200.0,149800.0,710200.0,552800.0,69800.0,569900.0,344200.0,3559700.0,84000.0,43500.0,28000.0,690500.0,139600.0,241700.0,738100.0,453900.0,2163500.0,14022300.0,1299900.0,1516500.0,1353100.0,27300.0,135400.0,490000.0,342800.0,219100.0,218900.0,6086600.0,349800.0,62000.0,504900.0,48800.0,656400.0,31916600.0,865900.0,102400.0,1000.0,161800.0,158173400.0
2009-12-01,16949600.0,354600.0,1628400.0,1470700.0,381000.0,11950400.0,278900.0,567600.0,53600.0,323200.0,3390900.0,44800.0,152000.0,3515700.0,3488500.0,195000.0,1795700.0,900600.0,901300.0,2011500.0,8800.0,55600.0,240500.0,135200.0,108700.0,21100.0,237100.0,871300.0,22400.0,469400.0,465200.0,136400.0,1557700.0,603900.0,123500.0,107300.0,4172300.0,9100.0,59699500.0,3252600.0,248100.0,483000.0,6428900.0,1009200.0,385100.0,698600.0,665900.0,4848800.0,156600.0,1388900.0,1818000.0,21383700.0,2536000.0,72100.0,236900.0,526700.0,20300.0,111300.0,18700.0,39200.0,165200.0,3726400.0,617000.0,551900.0,175500.0,692500.0,493600.0,43000.0,578700.0,322900.0,3475100.0,323300.0,68400.0,17400.0,593800.0,151400.0,218400.0,644500.0,381300.0,2121300.0,9256600.0,1419400.0,1199200.0,1178500.0,51100.0,130200.0,393600.0,593600.0,185900.0,387500.0,5889800.0,358400.0,55600.0,445900.0,39500.0,481100.0,26585700.0,542800.0,75200.0,500.0,158300.0,115647200.0
2010-01-01,15873100.0,228000.0,1817200.0,1085100.0,193200.0,10676400.0,215400.0,448300.0,34800.0,220400.0,2533600.0,31000.0,152900.0,2518000.0,2860800.0,170700.0,1192100.0,707400.0,769900.0,2208600.0,10700.0,84400.0,197100.0,87800.0,104300.0,15800.0,233100.0,639700.0,10700.0,362100.0,423900.0,108100.0,1228100.0,578600.0,99800.0,84800.0,3659800.0,9800.0,51875500.0,2627900.0,160800.0,261800.0,4855000.0,456100.0,155400.0,316300.0,236700.0,4068000.0,63400.0,603700.0,1301000.0,15106100.0,2007700.0,76800.0,281700.0,346400.0,21200.0,43400.0,24000.0,25200.0,113700.0,2940100.0,332700.0,310700.0,94500.0,375600.0,225700.0,24300.0,396800.0,134200.0,1894500.0,66700.0,19800.0,13000.0,379000.0,137400.0,141600.0,1021300.0,275800.0,1166000.0,9015000.0,981300.0,1020500.0,953400.0,14900.0,59200.0,195400.0,177000.0,118400.0,103500.0,5038200.0,117700.0,54200.0,303900.0,19200.0,280300.0,21672700.0,391200.0,50500.0,1800.0,105500.0,94037900.0
2010-02-01,12674700.0,178700.0,1429900.0,974000.0,177500.0,7682500.0,223000.0,557000.0,39300.0,228100.0,2671500.0,33900.0,168800.0,2441600.0,2923600.0,147700.0,924200.0,502000.0,851500.0,1601700.0,7700.0,78800.0,184100.0,95600.0,96100.0,18100.0,208000.0,525700.0,10400.0,388800.0,460400.0,121900.0,1392700.0,375700.0,127500.0,102800.0,3100500.0,9800.0,43735800.0,2763500.0,229800.0,325500.0,5301700.0,713600.0,248400.0,349400.0,374400.0,3719400.0,93600.0,674500.0,1490000.0,16283800.0,1416900.0,68300.0,213700.0,312300.0,8600.0,34500.0,44200.0,12300.0,97800.0,2208600.0,258700.0,308200.0,78200.0,268900.0,382800.0,26600.0,328500.0,214400.0,1866300.0,158900.0,35500.0,8600.0,669200.0,53000.0,167700.0,816400.0,266400.0,1643000.0,10866800.0,784700.0,1189200.0,1566600.0,32800.0,183300.0,259500.0,239500.0,98500.0,98600.0,4938400.0,318400.0,27300.0,298800.0,28800.0,528700.0,25278600.0,241900.0,43700.0,300.0,75500.0,89734500.0
2010-03-01,21177800.0,233300.0,2303000.0,1403100.0,282900.0,9330000.0,362500.0,855000.0,54900.0,512900.0,3458300.0,37400.0,190700.0,2815000.0,3775700.0,196800.0,1891900.0,928900.0,927700.0,2415100.0,16600.0,51100.0,235200.0,119300.0,182300.0,23800.0,281600.0,784300.0,30900.0,750300.0,555700.0,245600.0,1512600.0,516400.0,144800.0,90200.0,4518500.0,8300.0,63220400.0,3180100.0,223000.0,335100.0,7180100.0,700300.0,227600.0,398400.0,391500.0,4086700.0,88500.0,867600.0,1666100.0,19345000.0,2544500.0,67300.0,226300.0,591500.0,20800.0,80000.0,21900.0,22000.0,112400.0,3686700.0,411200.0,417500.0,134900.0,352700.0,402200.0,33900.0,573700.0,197300.0,2523400.0,56200.0,23400.0,13000.0,442500.0,210400.0,195000.0,909400.0,329400.0,1499400.0,21689800.0,1199000.0,1628000.0,1200800.0,16100.0,67700.0,536800.0,246900.0,141500.0,118300.0,6252700.0,191600.0,41000.0,322500.0,38100.0,320500.0,37690000.0,345400.0,57800.0,200.0,108100.0,126977000.0
2010-04-01,27045500.0,297300.0,2412100.0,3540400.0,316900.0,11962400.0,602200.0,1397200.0,192400.0,1039900.0,7607100.0,62600.0,307400.0,3984500.0,9524800.0,439100.0,3116200.0,1603800.0,1900000.0,4900200.0,19300.0,79600.0,310400.0,125400.0,325400.0,87300.0,363800.0,922000.0,24700.0,1094700.0,773400.0,482200.0,1911200.0,662900.0,190400.0,320900.0,6303100.0,17800.0,96266500.0,3116800.0,395300.0,336900.0,7652300.0,752500.0,204600.0,472700.0,381000.0,5724200.0,133400.0,833700.0,2155200.0,22158600.0,4010400.0,118400.0,355400.0,879800.0,38500.0,142500.0,36500.0,51200.0,165900.0,5798600.0,569700.0,461000.0,203100.0,448900.0,400200.0,34200.0,377600.0,247000.0,2741700.0,106500.0,44200.0,15900.0,550000.0,249900.0,238600.0,1151600.0,404100.0,1412000.0,15660100.0,2382500.0,1682000.0,1348800.0,31100.0,113900.0,1115500.0,221600.0,157700.0,140400.0,6509600.0,443000.0,150400.0,485100.0,46000.0,398900.0,35059400.0,1010600.0,225800.0,1900.0,156800.0,163419900.0
2010-05-01,37308200.0,326400.0,3352100.0,5212100.0,341400.0,13466100.0,774700.0,2966800.0,585800.0,1776300.0,9881700.0,133300.0,264400.0,17676600.0,28663900.0,1285600.0,2755300.0,5079600.0,2509800.0,5890100.0,34500.0,84500.0,323800.0,455000.0,1128000.0,132000.0,647800.0,974400.0,31100.0,2490900.0,3232400.0,454500.0,2456100.0,661000.0,382400.0,324300.0,5761200.0,21800.0,159845900.0,3595200.0,1569400.0,415900.0,8357900.0,1539000.0,233900.0,1070900.0,444200.0,32997800.0,132900.0,893900.0,8033800.0,59284800.0,7338700.0,320200.0,827700.0,1954600.0,66400.0,234100.0,98900.0,74500.0,245600.0,11160700.0,487300.0,476400.0,299500.0,455500.0,393400.0,76400.0,491300.0,261800.0,2941600.0,96300.0,52400.0,21100.0,689900.0,215000.0,329900.0,1294400.0,756700.0,1437400.0,15959500.0,1827600.0,1826500.0,1582300.0,31800.0,150800.0,872100.0,272000.0,165900.0,166400.0,6832400.0,293400.0,86700.0,548300.0,42300.0,543100.0,36094200.0,1318000.0,296300.0,2400.0,161900.0,271105800.0
2010-06-01,41853500.0,443600.0,4185700.0,5129400.0,519800.0,13285400.0,2526700.0,3014700.0,566400.0,1826800.0,7955500.0,130400.0,296700.0,9554500.0,40861400.0,1575900.0,3633000.0,6362100.0,2057000.0,8405500.0,102800.0,98300.0,508900.0,633700.0,1212800.0,61900.0,1031100.0,1067600.0,28300.0,3980900.0,6180500.0,643800.0,5030100.0,1026100.0,1388300.0,399100.0,5050800.0,23100.0,182652100.0,4118400.0,2870200.0,553800.0,9626400.0,3837200.0,270300.0,1372700.0,577600.0,57165700.0,189700.0,853900.0,8532900.0,89968800.0,9155000.0,281900.0,729100.0,1587500.0,71800.0,258400.0,89200.0,90800.0,263200.0,12526900.0,442400.0,448300.0,360500.0,534400.0,396500.0,89100.0,476200.0,392200.0,3139600.0,221000.0,52300.0,22300.0,655500.0,254400.0,288700.0,1007700.0,744100.0,1888600.0,17941200.0,399500.0,1691900.0,1514100.0,38500.0,198900.0,917000.0,476200.0,248200.0,223100.0,7148000.0,419100.0,84500.0,1137400.0,59500.0,678700.0,38310400.0,2032600.0,362300.0,42600.0,209200.0,329244500.0
2010-07-01,44075100.0,708500.0,8489900.0,9385100.0,750200.0,14153400.0,3188600.0,7325800.0,489200.0,1749600.0,9700200.0,245000.0,264800.0,12183000.0,43033500.0,2216800.0,3638700.0,6903500.0,3722500.0,6690400.0,89600.0,98700.0,696400.0,512300.0,1191300.0,82400.0,1685000.0,1369900.0,36300.0,6704500.0,8857300.0,537900.0,5138500.0,1887300.0,2113200.0,620200.0,6041800.0,37900.0,216614300.0,5070400.0,2936600.0,919600.0,10744300.0,4780500.0,312600.0,1355100.0,731500.0,55369400.0,211400.0,976000.0,8580500.0,91987900.0,8363800.0,199200.0,818300.0,1732000.0,140900.0,481300.0,107700.0,70600.0,424700.0,12338500.0,885900.0,845500.0,285500.0,857000.0,1089500.0,64300.0,688900.0,373000.0,5089600.0,1065300.0,306900.0,22600.0,601800.0,296500.0,326000.0,1122600.0,590700.0,3630900.0,20683500.0,426500.0,1580100.0,2370400.0,162000.0,840600.0,1889700.0,203700.0,358600.0,103600.0,10248700.0,2193700.0,81500.0,2404100.0,103900.0,824100.0,52438000.0,1727000.0,302000.0,500.0,440000.0,380937800.0
2010-08-01,70507600.0,1129300.0,10568100.0,11991500.0,612600.0,12503900.0,3154800.0,5852700.0,327900.0,1352900.0,20087900.0,576300.0,327600.0,22790200.0,48389900.0,1936300.0,4855400.0,7256200.0,3688100.0,12657700.0,98900.0,149000.0,638100.0,456900.0,966800.0,257300.0,1586200.0,1252800.0,44700.0,5305900.0,8773000.0,868600.0,5159000.0,1968700.0,2057400.0,684900.0,8169600.0,32800.0,279037500.0,5924800.0,2743200.0,1296600.0,12185500.0,5349300.0,325800.0,1375500.0,845000.0,55603600.0,225100.0,1064200.0,8426900.0,95365500.0,6469600.0,179700.0,578200.0,1786300.0,59000.0,221900.0,84000.0,103700.0,339900.0,9822300.0,758300.0,610400.0,271300.0,773400.0,631400.0,60900.0,527900.0,316800.0,3950400.0,551300.0,178400.0,14500.0,704100.0,145100.0,279100.0,1255500.0,493000.0,3267300.0,14110100.0,579900.0,1763200.0,2645500.0,120100.0,445600.0,2034900.0,140200.0,237000.0,87100.0,8436600.0,2093400.0,62900.0,1230900.0,78700.0,612600.0,41567000.0,1604500.0,280500.0,1000.0,391800.0,432020500.0
2010-09-01,52924400.0,701300.0,5905900.0,6982800.0,510100.0,15800000.0,3267200.0,3498800.0,447900.0,1833800.0,9834600.0,103400.0,318100.0,11715800.0,42177200.0,1657700.0,4064900.0,6721900.0,2531300.0,8701900.0,101700.0,121100.0,477300.0,581900.0,919100.0,272700.0,1389500.0,961200.0,47300.0,3849600.0,8737500.0,708200.0,6009200.0,1414300.0,1601700.0,573000.0,6438000.0,24300.0,213926600.0,4658500.0,2393400.0,757900.0,12492800.0,3236800.0,334200.0,1179300.0,635700.0,49508400.0,148900.0,894300.0,7686300.0,83926500.0,7757200.0,432900.0,926700.0,2144500.0,110600.0,280300.0,129000.0,104800.0,261900.0,12147900.0,317000.0,381700.0,356100.0,489700.0,557400.0,42700.0,313300.0,286900.0,2744800.0,145100.0,63900.0,19300.0,660300.0,249700.0,283600.0,946500.0,509600.0,2477100.0,20829600.0,571700.0,1805200.0,1966800.0,69500.0,252100.0,2127400.0,219300.0,172800.0,124800.0,9767100.0,1090100.0,71400.0,1128600.0,54500.0,463500.0,46069500.0,1870500.0,366700.0,1800.0,226500.0,361280800.0
2010-10-01,68296000.0,320400.0,5245700.0,5060400.0,400300.0,12797800.0,2231900.0,4222200.0,650800.0,2844700.0,10165300.0,91600.0,423500.0,16316900.0,35509600.0,1082400.0,3462400.0,5809000.0,6182900.0,6267000.0,110400.0,114700.0,386500.0,614000.0,777400.0,71000.0,868000.0,1060500.0,28600.0,3495600.0,3435600.0,685200.0,2440600.0,873000.0,646500.0,368100.0,7296400.0,34400.0,210687300.0,4196200.0,1158600.0,571600.0,11108400.0,1577300.0,366000.0,818100.0,622500.0,29175700.0,165000.0,1153200.0,5369300.0,56281900.0,8609800.0,341900.0,891100.0,2577900.0,101400.0,264000.0,104600.0,59600.0,286200.0,13236500.0,801800.0,451200.0,322500.0,640000.0,605400.0,69800.0,467800.0,305600.0,3664100.0,104500.0,54600.0,20300.0,835900.0,218200.0,328600.0,1165000.0,678800.0,3178700.0,16800400.0,638700.0,1987900.0,1403300.0,27700.0,119400.0,1208900.0,253200.0,258500.0,174900.0,8776700.0,447300.0,133700.0,718600.0,59800.0,567500.0,40161100.0,1625000.0,319300.0,225500.0,216000.0,326416700.0
2010-11-01,31543600.0,225500.0,2661300.0,2642500.0,395500.0,12876600.0,665000.0,807500.0,79600.0,658100.0,5467300.0,73000.0,428700.0,4091000.0,7124100.0,287200.0,1547500.0,2123600.0,1384900.0,4610800.0,40500.0,85900.0,285900.0,140400.0,204600.0,80500.0,449200.0,876800.0,28900.0,1033500.0,824800.0,288300.0,1908100.0,736900.0,263900.0,186100.0,5116900.0,14200.0,92258700.0,4300800.0,290200.0,474900.0,9360000.0,837300.0,390500.0,393000.0,566300.0,6953500.0,159700.0,956600.0,1679900.0,26362700.0,4765300.0,87100.0,357900.0,1080700.0,34800.0,156500.0,51200.0,32000.0,134800.0,6700300.0,346000.0,412900.0,160800.0,441200.0,584300.0,31600.0,405100.0,234500.0,2616400.0,255500.0,67500.0,14300.0,698400.0,136600.0,323500.0,882600.0,599900.0,2548600.0,13499600.0,695700.0,1737500.0,1484100.0,38400.0,213800.0,1196300.0,307800.0,185100.0,171800.0,7995200.0,680000.0,84000.0,687100.0,50900.0,397100.0,34951300.0,672700.0,95300.0,2900.0,139000.0,163799300.0
2010-12-01,13745300.0,224000.0,1422200.0,1066400.0,221500.0,10357800.0,238800.0,490900.0,44600.0,289300.0,2940700.0,38100.0,181300.0,2695200.0,3214300.0,153300.0,1110000.0,708500.0,727200.0,2198800.0,12000.0,104500.0,329600.0,88400.0,105700.0,17600.0,310900.0,828200.0,17300.0,474800.0,503000.0,186600.0,1475400.0,539900.0,124200.0,98000.0,4669400.0,6300.0,51960000.0,4191500.0,195900.0,603300.0,10855400.0,871700.0,297500.0,510000.0,571900.0,4401300.0,150000.0,1066700.0,1707700.0,25422900.0,2247000.0,38400.0,252500.0,383000.0,21100.0,72800.0,16300.0,26700.0,91300.0,3149100.0,465600.0,313600.0,129900.0,456900.0,365200.0,34700.0,502400.0,251100.0,2519400.0,209300.0,43000.0,16400.0,712800.0,177300.0,244100.0,705100.0,507400.0,2644600.0,10039700.0,545100.0,1463900.0,1147700.0,21200.0,87900.0,702200.0,496900.0,196700.0,379600.0,7175600.0,203800.0,48300.0,375300.0,38200.0,322800.0,28504900.0,378000.0,64100.0,300.0,111800.0,112110500.0
2011-01-01,14800500.0,212000.0,1812500.0,1320900.0,218900.0,9975600.0,213700.0,501500.0,35300.0,255600.0,2981300.0,32200.0,232000.0,2730200.0,2999100.0,160100.0,1012500.0,844100.0,848900.0,2895100.0,9200.0,80000.0,267100.0,84000.0,97600.0,16900.0,299400.0,756400.0,11400.0,472700.0,504100.0,119600.0,1349300.0,511700.0,107800.0,100800.0,4384400.0,10100.0,53264500.0,3879100.0,203600.0,271000.0,8162800.0,607500.0,210600.0,360300.0,393700.0,4936900.0,86800.0,743000.0,1628700.0,21484000.0,2206000.0,97500.0,403900.0,395200.0,24600.0,60000.0,26500.0,24100.0,155500.0,3393300.0,404900.0,418700.0,119600.0,547200.0,293600.0,26600.0,340200.0,177700.0,2328500.0,124400.0,23700.0,19000.0,571000.0,199800.0,183900.0,1238800.0,335700.0,2437300.0,10286600.0,478800.0,1294500.0,984000.0,19100.0,85600.0,714900.0,194700.0,167600.0,86700.0,6494300.0,183600.0,61400.0,341000.0,33500.0,281000.0,26840900.0,423000.0,63700.0,300.0,115300.0,107913500.0
2011-02-01,13385100.0,197900.0,1985100.0,1075500.0,195900.0,8397100.0,293200.0,672200.0,40500.0,361700.0,3584300.0,40500.0,237900.0,2445300.0,3196300.0,146200.0,875800.0,630700.0,965600.0,1824800.0,11600.0,77900.0,238000.0,83700.0,93400.0,29500.0,322100.0,612800.0,16500.0,554900.0,657500.0,134600.0,1529600.0,519500.0,157700.0,162300.0,3141800.0,6700.0,48901700.0,3596500.0,346500.0,343600.0,5217800.0,829100.0,288800.0,393500.0,542600.0,5179300.0,141500.0,760400.0,1851800.0,19491400.0,1982400.0,102200.0,258600.0,412300.0,14700.0,59500.0,83000.0,18800.0,105000.0,3036500.0,321500.0,363400.0,89500.0,367600.0,301200.0,31600.0,220700.0,262000.0,1957500.0,121900.0,67300.0,28800.0,658900.0,122100.0,194400.0,1030500.0,337200.0,1601600.0,10387200.0,370500.0,1452600.0,1551700.0,61800.0,288900.0,559000.0,254300.0,130500.0,91000.0,5978400.0,467400.0,57800.0,351300.0,44700.0,368000.0,26577800.0,298900.0,57300.0,200.0,89500.0,100410800.0
2011-03-01,24681700.0,283600.0,2841800.0,1820000.0,345900.0,10340900.0,475800.0,941700.0,66800.0,677900.0,6248100.0,51500.0,232100.0,3748700.0,4145300.0,200200.0,1513800.0,1197400.0,1294400.0,3492400.0,16500.0,97400.0,283700.0,140700.0,144500.0,26500.0,458100.0,833400.0,20000.0,1169900.0,769600.0,237400.0,1690900.0,719300.0,225200.0,105900.0,5500000.0,12500.0,77051500.0,5176900.0,342600.0,390300.0,6065100.0,826900.0,301300.0,438100.0,572000.0,7030000.0,122000.0,996200.0,1972500.0,24233900.0,3292100.0,105500.0,497000.0,713500.0,25000.0,96000.0,39400.0,29400.0,135600.0,4933500.0,537600.0,504200.0,175100.0,54300.0,413100.0,37100.0,400000.0,277400.0,2398800.0,114200.0,18000.0,30200.0,763300.0,175600.0,279000.0,1021900.0,542200.0,1930500.0,23781000.0,482000.0,1856300.0,1131700.0,26800.0,165700.0,799900.0,304100.0,279600.0,115500.0,7238100.0,303200.0,122400.0,397000.0,51400.0,532600.0,42462200.0,325000.0,57600.0,400.0,132400.0,151595300.0
2011-04-01,35103600.0,349500.0,3905600.0,4790000.0,387600.0,12739000.0,681100.0,2124500.0,264100.0,1955400.0,10967500.0,78500.0,367500.0,5564800.0,12377000.0,444900.0,2293900.0,2887100.0,2613700.0,4841500.0,28000.0,117900.0,404600.0,255600.0,481900.0,128800.0,493400.0,1131200.0,25800.0,2018200.0,1194400.0,509600.0,2192300.0,856600.0,299800.0,297900.0,6790500.0,22900.0,121986200.0,4656100.0,421100.0,355900.0,7487000.0,940400.0,285900.0,600500.0,516900.0,10166600.0,135500.0,1016100.0,2492600.0,29074600.0,5429200.0,158700.0,502100.0,1230900.0,61700.0,231700.0,49700.0,75600.0,212000.0,7951600.0,725000.0,693500.0,270100.0,96000.0,583900.0,58800.0,562400.0,337600.0,3327300.0,261000.0,38100.0,32200.0,720600.0,318400.0,396500.0,1284800.0,586700.0,1943600.0,15589700.0,991100.0,1129200.0,1399300.0,38000.0,241000.0,1269200.0,308200.0,239500.0,122800.0,7317100.0,903200.0,181300.0,564700.0,55400.0,482900.0,36414500.0,1086500.0,231700.0,800.0,187500.0,200260700.0
2011-05-01,42224500.0,314700.0,3311500.0,4798600.0,436800.0,14999900.0,1072500.0,3079000.0,602600.0,2242600.0,14196300.0,77400.0,385000.0,18147100.0,27600200.0,1363500.0,2308900.0,6123700.0,2848400.0,6268500.0,51000.0,131400.0,397300.0,614700.0,1241400.0,81400.0,628700.0,1171300.0,44600.0,2994500.0,4438700.0,556000.0,2760000.0,955100.0,387400.0,355400.0,5692200.0,19100.0,174921900.0,4584600.0,1581600.0,482800.0,8055900.0,1924600.0,340600.0,983600.0,619800.0,42403800.0,140800.0,1056500.0,7964200.0,70138800.0,8239000.0,385800.0,1019300.0,2235700.0,75200.0,233400.0,130800.0,55800.0,355600.0,12730600.0,620300.0,569900.0,423300.0,128200.0,537600.0,64100.0,563400.0,522200.0,3429000.0,138300.0,49200.0,54600.0,805900.0,381300.0,565200.0,1565600.0,883900.0,2046600.0,13573800.0,668800.0,1404500.0,1596600.0,35600.0,219900.0,1037100.0,385900.0,263900.0,207700.0,7633500.0,521100.0,115800.0,604100.0,61900.0,586000.0,35406800.0,1681300.0,352500.0,7500.0,204300.0,298872700.0
2011-06-01,46935700.0,462000.0,4320700.0,5224900.0,671000.0,12528900.0,3120700.0,3992500.0,469700.0,2466000.0,9324900.0,211100.0,401800.0,11174200.0,36169300.0,1705700.0,3017800.0,8166500.0,2652800.0,7511100.0,91600.0,135500.0,669700.0,571600.0,1229900.0,116800.0,1200800.0,1144100.0,69300.0,4967900.0,7498500.0,510900.0,5171100.0,1378500.0,1746400.0,409300.0,6112700.0,17900.0,193569800.0,4886900.0,2222800.0,630900.0,10732300.0,5147600.0,385500.0,1454300.0,720400.0,60355300.0,136900.0,1029400.0,8927500.0,96629800.0,8895500.0,342500.0,858500.0,1793700.0,128200.0,298100.0,155300.0,73600.0,318300.0,12863700.0,692800.0,499400.0,432400.0,138700.0,645000.0,88400.0,592100.0,410400.0,3499200.0,255400.0,63100.0,47400.0,826100.0,390500.0,530900.0,1346800.0,860300.0,2620600.0,16232800.0,651300.0,1407900.0,1626000.0,46300.0,362500.0,916600.0,455500.0,291800.0,226300.0,8178200.0,850100.0,83500.0,1189200.0,58000.0,2800900.0,42318000.0,1758800.0,359800.0,1300.0,249900.0,351250300.0
2011-07-01,48882900.0,820100.0,9692000.0,10434600.0,1085300.0,14989000.0,4416400.0,8636700.0,439400.0,2304400.0,12537500.0,425000.0,376600.0,15950700.0,38940300.0,2343000.0,3634400.0,8791100.0,4513800.0,8850200.0,94100.0,135000.0,833400.0,581500.0,1086100.0,100800.0,1853400.0,1662600.0,77900.0,8262200.0,9596400.0,626000.0,5863800.0,2279500.0,3116500.0,657400.0,6874800.0,47000.0,241811800.0,5835900.0,2124100.0,796700.0,10847100.0,6009400.0,382700.0,1408100.0,896300.0,60629900.0,184400.0,1200100.0,9023900.0,99338600.0,9518200.0,289500.0,1266400.0,2180500.0,254800.0,660600.0,180300.0,72100.0,414700.0,14837100.0,1436300.0,1176600.0,513100.0,246000.0,1666200.0,104400.0,885400.0,454400.0,6482400.0,1265800.0,263600.0,194300.0,910900.0,452700.0,559900.0,1474100.0,723800.0,6219300.0,18738600.0,1259800.0,1545900.0,2763100.0,246000.0,1298000.0,1882200.0,237300.0,385100.0,120200.0,10933400.0,3885000.0,97800.0,2486900.0,130500.0,1137600.0,59211800.0,2455200.0,398800.0,1000.0,483200.0,425019900.0
2011-08-01,63146600.0,1050200.0,9422900.0,12870300.0,469600.0,5912100.0,4209900.0,6057200.0,441300.0,1874000.0,17593100.0,397500.0,352100.0,21305400.0,44695900.0,2046700.0,5321600.0,8779600.0,4379300.0,15044100.0,218900.0,87800.0,637900.0,534000.0,912800.0,353600.0,1744300.0,1139000.0,91700.0,6181100.0,10084400.0,1053700.0,4314900.0,1553600.0,2792800.0,553700.0,8982900.0,87200.0,266693700.0,6606600.0,1944300.0,1275300.0,13165400.0,6773200.0,398500.0,1339100.0,900200.0,60494600.0,149900.0,1284200.0,8313000.0,102644300.0,7577600.0,218100.0,809200.0,2188800.0,71600.0,305100.0,106700.0,176200.0,3208700.0,14662000.0,459000.0,354700.0,326800.0,148200.0,348900.0,43500.0,429500.0,13695000.0,15805600.0,135100.0,44200.0,27300.0,994500.0,228100.0,537200.0,1626500.0,597700.0,3010300.0,15492600.0,1160800.0,1830400.0,2523600.0,50500.0,161800.0,1622700.0,135800.0,181400.0,74100.0,8044800.0,749000.0,55600.0,398700.0,55300.0,813300.0,40551300.0,1727300.0,318200.0,28300.0,318800.0,442749500.0
2011-09-01,66958900.0,670300.0,6718000.0,7756400.0,648700.0,14866500.0,4033000.0,4657300.0,462500.0,2558200.0,12340600.0,193300.0,370400.0,14172100.0,42610900.0,1822500.0,4149400.0,8721500.0,2972000.0,9679000.0,102200.0,124000.0,630800.0,673700.0,1012600.0,285900.0,1579800.0,1272300.0,110900.0,4690200.0,8657300.0,621500.0,6225400.0,1771500.0,2281400.0,479600.0,6270600.0,23500.0,243174700.0,4832300.0,1702700.0,809900.0,13380600.0,4143900.0,412500.0,1225800.0,781800.0,53425800.0,142400.0,1153200.0,8075000.0,90085900.0,9675300.0,460200.0,1281400.0,3065700.0,119500.0,372500.0,212300.0,153700.0,409300.0,15749900.0,790200.0,637800.0,388000.0,328600.0,1072200.0,62400.0,572300.0,393500.0,4245000.0,378700.0,163900.0,40200.0,853900.0,530300.0,526200.0,1175400.0,650200.0,4732200.0,25491400.0,719800.0,1853900.0,2271100.0,108400.0,640700.0,2225000.0,269600.0,244200.0,153300.0,10730900.0,1812500.0,104900.0,1392600.0,79700.0,712100.0,57861100.0,2369200.0,372400.0,1600.0,349400.0,414209200.0
