No;Deprem Kodu;Olus tarihi;Olus zamani;Enlem;Boylam;Derinlik;xM;MD;ML;Mw;Ms;Mb;Tip;Yer
6215;2.00608E+13;2006.08.05;08:08:58.87;38.8192;42.4567;17.8;3.8;3.8;3.7;3.7;0;0;Ke;YUVADAMI-AHLAT (BITLIS) [South West  2.7 km]
6216;2.00608E+13;2006.08.02;12:10:31.31;38.0087;42.7192;5;3.7;3.7;0;;0;0;Ke;GUMUSOREN-PERVARI (SIIRT) [North East  1.4 km]
6217;2.00607E+13;2006.07.31;07:35:17.84;36.9155;27.8688;14.2;3.6;3.6;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
6218;2.00607E+13;2006.07.29;14:17:56.61;37.5495;38.6905;5;3.5;3.5;0;;0;0;Ke;HAYRAT-HILVAN (SANLIURFA) [North 1.5 km]
6219;2.00607E+13;2006.07.29;08:17:53.41;37.5468;38.7017;4.1;3.5;3.5;0;;0;0;Ke;HAYRAT-HILVAN (SANLIURFA) [North East  1.5 km]
6220;2.00607E+13;2006.07.29;04:03:33.81;37.5368;38.6807;5;3.5;3.5;0;;0;0;Ke;HAYRAT-HILVAN (SANLIURFA) [West 1.0 km]
6221;2.00607E+13;2006.07.28;02:09:34.31;37.0737;30.0565;6.5;3.5;3.5;0;;0;0;Ke;YUKARIKARAMAN-KORKUTELI (ANTALYA) [North East  1.2 km]
6222;2.00607E+13;2006.07.27;23:22:49.93;37.0722;30.0385;5;3.6;3.6;0;;0;0;Ke;YUKARIKARAMAN-KORKUTELI (ANTALYA) [North West  0.8 km]
6223;2.00607E+13;2006.07.27;09:24:14.34;36.8008;27.4172;87.5;3.5;3.5;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
6224;2.00607E+13;2006.07.27;01:29:45.70;37.4877;38.6632;6.2;3.5;3.5;0;;0;0;Ke;BAHCELI- (SANLIURFA) [North West  1.9 km]
6225;2.00607E+13;2006.07.24;23:04:57.15;37.473;38.6867;5.4;3.8;3.8;0;;0;0;Ke;BAHCELI- (SANLIURFA) [South East  0.7 km]
6226;2.00607E+13;2006.07.21;22:01:44.77;39.3612;40.8205;5;4.4;4.3;4.4;;0;4.2;Ke;SARIKUSAK-KARLIOVA (BINGOL) [South 4.5 km]
6227;2.00607E+13;2006.07.21;04:59:45.80;35.18;26.94;44;3.5;3.5;0;;0;0;Ke;AKDENIZ
6228;2.00607E+13;2006.07.20;18:07:50.47;38.0298;38.1663;6.1;4.2;4.2;4.1;;0;0;Ke;PINARBASI-CELIKHAN (ADIYAMAN) [West 1.5 km]
6229;2.00607E+13;2006.07.19;21:26:19.49;38.3518;39.0792;7;3.8;3.8;3.8;;0;0;Ke;DOGANBAGI-SIVRICE (ELAZIG) [South 0.2 km]
6230;2.00607E+13;2006.07.19;09:41:07.14;35.8822;27.1048;25.2;3.7;3.7;0;;0;0;Ke;AKDENIZ
6231;2.00607E+13;2006.07.13;22:46:52.33;38.7862;26.7523;24.8;4;0;4;;0;0;Ke;CANDARLI K?RFEZI (EGE DENIZI)
6232;2.00607E+13;2006.07.13;19:34:28.98;37.8455;33.8713;5.7;3.7;3.7;3.6;;0;0;Ke;GOLOREN-EMIRGAZI (KONYA) [East 1.4 km]
6233;2.00607E+13;2006.07.13;19:17:38.06;37.8365;33.848;7;3.9;3.9;3.9;;0;0;Ke;GOLOREN-EMIRGAZI (KONYA) [South West  1.4 km]
6234;2.00607E+13;2006.07.13;15:13:44.28;35.8713;27.305;23.2;4.3;0;4.3;;0;4.3;Ke;AKDENIZ
6235;2.00607E+13;2006.07.13;00:15:29.79;38.8117;26.6988;17.2;4;0;4;;0;0;Ke;CANDARLI K?RFEZI (EGE DENIZI)
6236;2.00607E+13;2006.07.12;14:43:43.57;38.7522;26.5967;15.9;3.8;0;3.8;;0;0;Ke;EGE DENIZI
6237;2.00607E+13;2006.07.12;14:40:55.91;38.7612;26.6772;23.4;4.2;0;4.2;;0;0;Ke;CANDARLI K?RFEZI (EGE DENIZI)
6238;2.00607E+13;2006.07.08;23:07:43.01;37.4837;42.3753;7.5;3.7;3.7;0;;0;0;Ke;TOPTEPE- (SIRNAK) [North West  2.2 km]
6239;2.00607E+13;2006.07.07;01:21:10.39;40.7415;32.9955;4;3.6;3.6;0;;0;0;Ke;GUZELYURT-CERKES (?ANKIRI) [North West  2.3 km]
6240;2.00607E+13;2006.07.06;04:51:54.98;39.3413;36.641;13.1;3.5;3.5;0;;0;0;Ke;GAZIBEY- (SIVAS) [South West  2.4 km]
6241;2.00607E+13;2006.07.04;16:09:23.15;35.0718;27.293;13;3.6;3.6;0;;0;0;Ke;AKDENIZ
6242;2.00607E+13;2006.07.04;06:38:53.73;37.8808;33.84;5.4;3.8;3.8;3.6;;0;0;Ke;EMIRGAZI (KONYA) [South 2.6 km]
6243;2.00607E+13;2006.07.03;08:19:05.87;36.6892;43.4713;5;3.7;3.7;0;;0;0;Ke;IRAK
6244;2.00607E+13;2006.07.03;05:59:33.74;39.1395;28.0583;11.3;3.7;3.7;0;;0;0;Ke;ISACA-AKHISAR (MANISA) [North East  2.4 km]
6245;2.00607E+13;2006.07.02;19:39:38.41;39.3412;40.9098;5;4.9;4.8;4.9;;0;0;Ke;ILIPINAR-KARLIOVA (BINGOL) [South West  4.5 km]
6246;2.00607E+13;2006.07.02;06:55:29.89;36.0008;28.1765;14.3;4.2;4;4.2;;0;4.2;Ke;AKDENIZ
6247;2.00607E+13;2006.07.01;21:06:22.45;36.8008;44.9282;5.2;4;4;4;;0;0;Ke;IRAN
6248;2.00606E+13;2006.06.29;23:47:09.07;40.4847;35.8467;12.3;3.6;3.6;0;;0;0;Ke;KIZOGLU- (AMASYA) [West 1.7 km]
6249;2.00606E+13;2006.06.29;06:55:52.72;40.4775;35.8043;5.7;3.5;3.5;0;;0;0;Ke;AKYAZI- (AMASYA) [North East  4.3 km]
6250;2.00606E+13;2006.06.28;17:08:11.59;35.8028;28.3572;8;3.6;3.6;0;;0;0;Ke;AKDENIZ
6251;2.00606E+13;2006.06.27;19:57:56.90;37.1467;28.7887;5;3.7;3.7;0;;0;0;Ke;KARACAOREN- (MUGLA) [South East  8.4 km]
6252;2.00606E+13;2006.06.22;17:27:07.07;38.3978;26.7135;11.8;3.5;3.5;0;;0;0;Ke;IZMIR K?RFEZI (EGE DENIZI)
6253;2.00606E+13;2006.06.22;16:36:07.30;38.6835;44.3163;11.6;3.9;3.9;0;;0;0;Ke;KURUCAN-SARAY (VAN) [North East  8.2 km]
6254;2.00606E+13;2006.06.22;00:21:49.82;38.6842;43.0615;13.7;3.6;3.6;0;;0;0;Ke;VAN G?L?
6255;2.00606E+13;2006.06.20;21:09:29.77;37.4497;42.0535;8.4;3.6;3.6;0;;0;0;Ke;DAMLARCA-GUCLUKONAK (SIRNAK) [North West  4.7 km]
6256;2.00606E+13;2006.06.19;23:06:50.61;37.0855;30.0817;70.5;3.5;3.5;0;;0;0;Ke;DEREKOY-KORKUTELI (ANTALYA) [South West  3.2 km]
6257;2.00606E+13;2006.06.15;01:09:20.37;35.4263;26.5113;6.9;3.7;3.7;0;;0;0;Ke;AKDENIZ
6258;2.00606E+13;2006.06.12;08:07:04.58;38.1715;26.6412;8.3;4.2;3.9;4.2;;0;0;Ke;SEFERIHISAR A?IKLARI-IZMIR (EGE DENIZI)
6259;2.00606E+13;2006.06.10;05:30:42.72;35.3743;27.1773;8;3.6;3.6;0;;0;0;Ke;AKDENIZ
6260;2.00606E+13;2006.06.09;21:49:13.91;37.645;43.653;20.7;3.5;3.5;0;;0;0;Ke;OTLUCA- (HAKKARI) [North West  6.0 km]
6261;2.00606E+13;2006.06.09;20:53:05.15;39.6653;38.9885;3.3;3.7;3.7;0;;0;0;Ke;TANDIRBASI-KEMAH (ERZINCAN) [West 0.2 km]
6262;2.00606E+13;2006.06.09;18:01:21.08;37.671;43.8357;2.8;4.3;4.1;4.3;;0;4.1;Ke;KONAK- (HAKKARI) [North East  3.9 km]
6263;2.00606E+13;2006.06.09;15:01:21.65;39.7413;40.6588;5;3.5;3.5;0;;0;0;Ke;TOZLUCA-ASKALE (ERZURUM) [South West  1.1 km]
6264;2.00606E+13;2006.06.05;04:38:43.02;37.9207;28.6738;9.2;4.1;3.9;4.1;;0;0;Ke;BUCAKKOY-KUYUCAK (AYDIN) [North West  2.8 km]
6265;2.00605E+13;2006.05.23;12:03:07.49;39.4328;33.1102;5;3.9;3.9;0;;0;0;Ke;AFSAR-BALA (ANKARA) [South East  4.4 km]
6266;2.00605E+13;2006.05.22;21:31:30.60;39.9785;39.5133;5;3.5;3.5;0;;0;0;Ke;BALKAYA-KELKIT (GUMUSHANE) [North East  1.2 km]
6267;2.00605E+13;2006.05.22;16:43:38.00;35.9007;33.6007;14.8;3.5;3.5;0;;0;0;Ke;AYDINLIK A?IKLARI-MERSIN (AKDENIZ)
6268;2.00605E+13;2006.05.21;10:56:36.37;38.2215;42.8532;23.3;3.5;3.5;0;;0;0;Ke;YANIKCAY-GEVAS (VAN) [South West  5.7 km]
6269;2.00605E+13;2006.05.21;03:48:33.01;37.9915;42.6518;9.9;4.9;4.5;4.8;;0;4.9;Ke;DOKUKTAS-HIZAN (BITLIS) [South East  1.8 km]
6270;2.00605E+13;2006.05.21;02:55:59.58;37.6568;43.5702;5;4;4;0;;0;0;Ke;PINARCA- (HAKKARI) [South East  3.1 km]
6271;2.00605E+13;2006.05.20;05:17:38.60;38.6002;31.2048;5;3.9;3.7;3.9;;0;0;Ke;DOGANCIK-SULTANDAGI (AFYONKARAHISAR) [North 5.2 km]
6272;2.00605E+13;2006.05.19;19:33:38.07;40.6848;34.8945;9.2;3.8;3.8;0;;0;0;Ke;SOGUKSU- (?ORUM) [North East  1.4 km]
6273;2.00605E+13;2006.05.19;04:49:07.11;39.1272;36.0573;5;3.6;3.6;0;;0;0;Ke;BESTEPE-GEMEREK (SIVAS) [West 2.0 km]
6274;2.00605E+13;2006.05.15;19:06:48.19;36.1955;30.641;22.3;3.5;3.5;0;;0;0;Ke;AKDENIZ
6275;2.00605E+13;2006.05.14;07:18:04.82;35.152;29.467;32.5;3.5;3.5;0;;0;0;Ke;AKDENIZ
6276;2.00605E+13;2006.05.12;22:44:14.50;37.0958;28.0597;6.4;3.6;3.5;3.6;;0;0;Ke;DAGPINAR- (MUGLA) [North East  0.3 km]
6277;2.00605E+13;2006.05.12;21:15:20.42;39.9352;38.8517;8.3;3.5;3.5;0;;0;0;Ke;AKCIGDEM-REFAHIYE (ERZINCAN) [North East  2.2 km]
6278;2.00605E+13;2006.05.11;01:18:11.02;40.1847;36.9128;7;3.5;3.5;0;;0;0;Ke;YUSUFOGLAN-YILDIZELI (SIVAS) [North East  4.1 km]
6279;2.00605E+13;2006.05.09;00:44:21.92;39.3603;44.2373;6.3;4.3;4.1;4.3;;0;0;Ke;YIGITYATAGI-DOGUBAYAZIT (AGRI) [South West  6.0 km]
6280;2.00604E+13;2006.04.30;01:32:37.05;35.4045;31.549;32.4;3.5;3.5;0;;0;0;Ke;AKDENIZ
6281;2.00604E+13;2006.04.27;16:25:19.01;38.1123;26.7315;3.9;3.5;3.5;0;;0;0;Ke;SEFERIHISAR A?IKLARI-IZMIR (EGE DENIZI)
6282;2.00604E+13;2006.04.23;22:58:22.05;38.8012;29.34;5.3;3.5;3.5;0;;0;0;Ke;GOKCEDAL- (USAK) [North East  1.9 km]
6283;2.00604E+13;2006.04.23;15:50:24.32;39.6023;41.2575;5;3.5;3.5;0;;0;0;Ke;TOPTEPE-TEKMAN (ERZURUM) [North West  3.8 km]
6284;2.00604E+13;2006.04.23;04:00:28.60;37.481;36.8297;12.5;4;4;4;;0;0;Ke;ALTINOVA- (KAHRAMANMARAS) [South East  1.0 km]
6285;2.00604E+13;2006.04.19;05:39:41.89;36.6467;26.915;133.5;4.7;4.6;4.4;;0;4.7;Ke;KOS ADASI (AKDENIZ)
6286;2.00604E+13;2006.04.18;21:56:22.10;35.4003;26.4123;12.8;3.6;3.6;0;;0;0;Ke;AKDENIZ
6287;2.00604E+13;2006.04.17;23:36:53.04;37.0275;28.3017;15.6;3.5;3.5;0;;0;0;Ke;CETIBELI-MARMARIS (MUGLA) [North 3.4 km]
6288;2.00604E+13;2006.04.17;20:36:56.35;37.0413;28.2017;23.8;3.5;3.5;0;;0;0;Ke;KIRAN- (MUGLA) [South 2.6 km]
6289;2.00604E+13;2006.04.17;20:31:56.35;37.0413;28.2017;23.8;3.5;3.5;0;;0;0;Ke;KIRAN- (MUGLA) [South 2.6 km]
6290;2.00604E+13;2006.04.17;20:18:06.42;37.0208;28.2558;12.7;4.2;4;0;;0;4.2;Ke;G?KOVA K?RFEZI (AKDENIZ)
6291;2.00604E+13;2006.04.17;20:11:49.24;37.2752;39.0912;5;3.6;3.6;0;;0;0;Ke;AKTAS- (SANLIURFA) [North 2.9 km]
6292;2.00604E+13;2006.04.17;19:10:01.72;37.025;28.2782;9.4;3.5;3.5;0;;0;0;Ke;CETIBELI-MARMARIS (MUGLA) [North West  3.9 km]
6293;2.00604E+13;2006.04.17;17:09:55.34;38.5317;30.3565;5;3.5;3.5;0;;0;0;Ke;KIZIK-SANDIKLI (AFYONKARAHISAR) [North East  6.4 km]
6294;2.00604E+13;2006.04.17;11:53:19.91;37.0112;28.309;9.2;4.3;4.2;4.3;;0;0;Ke;CETIBELI-MARMARIS (MUGLA) [North East  1.6 km]
6295;2.00604E+13;2006.04.15;18:51:02.11;39.4033;41.087;8.1;3.5;3.5;0;;0;0;Ke;MOLLASAKIR-KARLIOVA (BINGOL) [North East  0.8 km]
6296;2.00604E+13;2006.04.15;10:58:19.02;39.0443;37.1273;16.3;3.5;3.5;0;;0;0;Ke;KUSKAYASI-KANGAL (SIVAS) [South East  4.5 km]
6297;2.00604E+13;2006.04.13;16:18:33.88;38.1932;26.5217;8.1;4.3;4.2;4.3;;0;0;Ke;ZEYTINELI-URLA (IZMIR) [South East  5.5 km]
6298;2.00604E+13;2006.04.12;11:14:05.42;38.5778;38.854;3.6;3.8;3.8;0;;0;0;Ke;KAYABEYLI-BASKIL (ELAZIG) [South West  2.1 km]
6299;2.00604E+13;2006.04.08;03:06:37.63;37.4332;37.2137;5;3.5;3.5;0;;0;0;Ke;SALMANIPAK-PAZARCIK (KAHRAMANMARAS) [North West  0.9 km]
6300;2.00604E+13;2006.04.07;14:35:24.64;35.7288;35.1735;19;3.6;3.6;0;;0;0;Ke;AKDENIZ
6301;2.00604E+13;2006.04.06;15:52:59.14;37.2448;34.6942;5;3.7;3.7;0;;0;0;Ke;OLUKKOYAGI-TARSUS (MERSIN) [North East  1.8 km]
6302;2.00604E+13;2006.04.06;15:33:01.50;37.33;34.72;1;4;3.9;0;;0;4;Ke;GULEK-TARSUS (MERSIN) [North West  9.2 km]
6303;2.00604E+13;2006.04.05;21:55:45.98;40.0877;38.7415;14.6;3.5;3.5;0;;0;0;Ke;ARSLANCA-GOLOVA (SIVAS) [North West  3.3 km]
6304;2.00604E+13;2006.04.04;21:51:52.78;36.9752;27.749;17.5;3.6;3.6;3.6;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
6305;2.00604E+13;2006.04.03;23:36:14.52;39.7898;39.5203;20.2;3.5;3.5;0;;0;0;Ke;KURUTILEK- (ERZINCAN) [North East  2.8 km]
6306;2.00603E+13;2006.03.31;14:13:17.06;38.5977;31.801;14.1;3.7;3.7;3.6;;0;0;Ke;TURGUT-YUNAK (KONYA) [South West  3.4 km]
6307;2.00603E+13;2006.03.31;02:54:26.43;38.9563;44.4638;5;3.6;3.6;0;;0;0;Ke;T?RKIYE-IRAN SINIR B?LGESI
6308;2.00603E+13;2006.03.30;07:03:09.39;39.412;33.102;5.3;3.5;3.5;0;;0;0;Ke;AFSAR-BALA (ANKARA) [South East  5.3 km]
6309;2.00603E+13;2006.03.29;21:19:32.66;35.6087;27.6475;11.8;3.5;3.5;0;;0;0;Ke;AKDENIZ
6310;2.00603E+13;2006.03.28;18:38:38.04;35.7972;31.1632;25.1;3.6;3.6;0;;0;0;Ke;AKDENIZ
6311;2.00603E+13;2006.03.28;13:07:00.61;40.5637;28.1263;9.1;3.5;3.5;0;;0;0;Ke;ERDEK A?IKLARI-BALIKESIR (MARMARA DENIZI)
6312;2.00603E+13;2006.03.28;12:23:54.35;36.0918;26.7697;22;3.5;3.4;3.5;;0;0;Ke;AKDENIZ
6313;2.00603E+13;2006.03.24;06:14:46.49;39.3908;33.1008;5;4;4;4;;0;0;Ke;YAYLALIOZU-BALA (ANKARA) [North East  4.3 km]
6314;2.00603E+13;2006.03.23;06:06:57.94;38.8827;42.5708;14.9;3.5;3.5;0;;0;0;Ke;MAGALCIK-MALAZGIRT (MUS) [South 4.3 km]
6315;2.00603E+13;2006.03.21;18:10:17.85;39.8272;41.7562;5.3;3.9;3.9;0;;0;0;Ke;YILANLI-KOPRUKOY (ERZURUM) [North 2.5 km]
6316;2.00603E+13;2006.03.21;10:16:43.84;36.9348;27.7683;14.9;3.7;3.7;0;;0;0;Ke;G?KOVA K?RFEZI (AKDENIZ)
6317;2.00603E+13;2006.03.20;19:19:26.86;36.2862;27.9068;30.1;3.5;3.5;0;;0;0;Ke;RODOS ADASI (AKDENIZ)
6318;2.00603E+13;2006.03.16;18:56:16.44;38.631;43.293;7.9;3.7;3.7;0;;0;0;Ke;YESILKOY- (VAN) [North 0.8 km]
6319;2.00603E+13;2006.03.15;21:06:42.39;37.4677;37.5897;2.3;3.8;3.8;3.8;;0;0;Ke;GULLUCE-ARABAN (GAZIANTEP) [North East  1.3 km]
6320;2.00603E+13;2006.03.15;03:17:12.71;36.5443;28.2442;29.1;3.7;3.7;0;;0;0;Ke;AKDENIZ
6321;2.00603E+13;2006.03.12;06:16:07.32;37.534;44.2288;5;3.6;3.6;0;;0;0;Ke;AKSU-YUKSEKOVA (HAKKARI) [South East  1.7 km]
6322;2.00603E+13;2006.03.09;03:18:20.72;37.868;26.6502;7.3;4.3;4.1;4;;0;4.3;Ke;EGE DENIZI
6323;2.00603E+13;2006.03.08;23:23:07.21;37.233;34.5277;5;3.6;3.6;0;;0;0;Ke;CAMLIYAYLA (MERSIN) [North West  9.4 km]
6324;2.00603E+13;2006.03.04;00:54:34.42;40.6097;34.7342;11.5;3.5;3.5;0;;0;0;Ke;DUTCAKALLI- (?ORUM) [North West  1.9 km]
6325;2.00603E+13;2006.03.03;19:34:30.61;38.1355;26.7357;8.1;3.6;3.4;3.6;;0;0;Ke;SEFERIHISAR A?IKLARI-IZMIR (EGE DENIZI)
6326;2.00603E+13;2006.03.03;13:30:37.31;38.118;30.1968;5;3.7;3.7;0;;0;0;Ke;COBANSARAY-DINAR (AFYONKARAHISAR) [North East  0.6 km]
6327;2.00603E+13;2006.03.01;18:35:52.65;37.9183;35.1878;5.4;3.5;3.5;0;;0;0;Ke;PINARBASI-CAMARDI (NIGDE) [North East  8.0 km]
6328;2.00602E+13;2006.02.27;01:08:05.16;37.822;27.378;9;3.6;3.5;3.6;;0;0;Ke;KIRAZLI-KUSADASI (AYDIN) [South East  1.1 km]
6329;2.00602E+13;2006.02.24;01:37:07.44;35.793;31.0938;6.1;3.5;3.5;0;;0;0;Ke;AKDENIZ
6330;2.00602E+13;2006.02.22;05:38:23.47;35.1587;26.9943;63.9;4.7;0;4.7;;0;0;Ke;AKDENIZ
6331;2.00602E+13;2006.02.21;00:40:23.59;35.9988;35.9603;20.6;3.7;3.7;0;;0;0;Ke;YAYIKDAMLAR-YAYLADAGI (HATAY) [North West  3.7 km]
6332;2.00602E+13;2006.02.12;08:48:59.59;40.6182;27.6558;16.4;3.8;3.8;3.8;;0;0;Ke;TOPAGAC-MARMARA (BALIKESIR) [North West  1.5 km]
6333;2.00602E+13;2006.02.10;18:58:50.50;40.7333;30.6145;8.3;3.5;3.4;3.5;;0;0;Ke;TOPAGAC-AKYAZI (SAKARYA) [North West  1.2 km]
6334;2.00602E+13;2006.02.10;14:17:52.92;39.037;42.2173;8.8;3.5;0;3.5;;0;0;Ke;ORENKENT-BULANIK (MUS) [North West  2.5 km]
6335;2.00602E+13;2006.02.09;23:47:08.82;35.1503;27.0247;11.9;3.8;3.7;3.8;;0;0;Ke;AKDENIZ
6336;2.00602E+13;2006.02.09;10:03:23.83;39.0217;37.138;5.7;4.1;4;4.1;;0;0;Ke;IRMAC-KANGAL (SIVAS) [North West  3.4 km]
6337;2.00602E+13;2006.02.08;10:25:08.54;38.1532;26.5755;8.8;3.5;3.5;0;;0;0;Ke;ZEYTINELI-URLA (IZMIR) [South East  11.5 km]
6338;2.00602E+13;2006.02.08;05:24:25.71;40.6988;30.3555;9.6;3.6;3.6;0;;0;0;Ke;YUKARIKIRAZCA-ARIFIYE (SAKARYA) [North West  1.7 km]
6339;2.00602E+13;2006.02.08;04:07:41.42;40.7108;30.3648;8.7;4.6;0;4.5;;0;4.6;Ke;ARIFIYE (SAKARYA) [South East  0.4 km]
6340;2.00602E+13;2006.02.08;03:33:14.40;35.61;44;60;4;4;0;;0;0;Ke;IRAK
6341;2.00602E+13;2006.02.04;23:46:52.77;35.9217;26.9635;27.4;3.5;3.5;0;;0;0;Ke;AKDENIZ
6342;2.00602E+13;2006.02.04;22:11:26.51;36.7373;43.5187;5;3.6;3.6;3.5;;0;0;Ke;IRAK
6343;2.00602E+13;2006.02.04;21:32:01.57;36.205;30.5963;18.6;3.5;3.5;0;;0;0;Ke;AKDENIZ
6344;2.00602E+13;2006.02.03;06:18:28.99;35.9642;31.567;2.1;3.6;3.6;0;;0;0;Ke;AKDENIZ
6345;2.00602E+13;2006.02.03;05:36:04.32;37.687;44.794;5;3.6;3.6;0;;0;0;Ke;ESENDERE-YUKSEKOVA (HAKKARI) [South East  17.1 km]
6346;2.00602E+13;2006.02.02;05:12:32.58;37.0117;42.5045;32.3;3.8;3.8;0;;0;0;Ke;IRAK
6347;2.00602E+13;2006.02.01;15:33:13.36;38.1143;30.2607;8.2;3.5;3.5;0;;0;0;Ke;BURUNKAYA-DINAR (AFYONKARAHISAR) [North East  2.5 km]
6348;2.00602E+13;2006.02.01;11:51:27.56;35.475;27.7025;47.3;4;4;4;;0;0;Ke;AKDENIZ
6349;2.00602E+13;2006.02.01;03:10:23.99;35.0055;27.568;3.1;3.7;3.7;0;;0;0;Ke;AKDENIZ
6350;2.00602E+13;2006.02.01;00:00:00.04;38.808;26.6813;19.2;3.5;3.4;3.5;;0;0;Ke;CANDARLI K?RFEZI (EGE DENIZI)
6351;2.00601E+13;2006.01.31;11:53:19.02;38.9627;26.5575;17;3.8;3.7;3.8;;0;0;Ke;EGE DENIZI
6352;2.00601E+13;2006.01.29;03:06:09.40;38.0192;42.4958;21.7;3.6;3.6;0;;0;0;Ke;BALLI-HIZAN (BITLIS) [North West  1.1 km]
6353;2.00601E+13;2006.01.27;22:59:02.90;38.2952;27.215;13;3.5;3.5;0;;0;0;Ke;KISIK-MENDERES (IZMIR) [North East  3.1 km]
6354;2.00601E+13;2006.01.27;12:25:52.88;39.1027;40.3578;5;3.5;3.4;3.5;;0;0;Ke;SANCAK- (BINGOL) [North West  2.8 km]
6355;2.00601E+13;2006.01.26;18:42:00.97;36.8938;35.9477;16.7;4.4;4.2;4.2;;0;4.4;Ke;KURTPINAR-CEYHAN (ADANA) [South East  4.0 km]
6356;2.00601E+13;2006.01.26;07:21:26.03;38.986;29.6338;6.9;3.9;3.7;3.9;;0;0;Ke;UGURLUCA-GEDIZ (K?TAHYA) [North East  2.9 km]
6357;2.00601E+13;2006.01.25;00:04:07.27;37.1742;30.3157;102.4;3.5;3.5;0;;0;0;Ke;BUYUKKOY-KORKUTELI (ANTALYA) [North East  2.1 km]
6358;2.00601E+13;2006.01.24;17:13:53.01;39.0242;37.177;5;3.5;3.5;0;;0;0;Ke;AVSAROREN-KANGAL (SIVAS) [South West  2.5 km]
6359;2.00601E+13;2006.01.23;10:34:54.47;35.9342;26.1642;28.6;3.6;0;3.6;;0;0;Ke;AKDENIZ
6360;2.00601E+13;2006.01.23;03:57:20.59;39.0307;41.1208;5;3.5;3.4;3.5;;0;0;Ke;GOKSU-SOLHAN (BINGOL) [North East  4.3 km]
6361;2.00601E+13;2006.01.23;03:26:18.19;36.131;28.8568;15.9;3.5;3.5;0;;0;0;Ke;AKDENIZ
6362;2.00601E+13;2006.01.22;14:26:21.71;36.6457;34.7518;6.4;4.1;4;4.1;;0;0;Ke;MERSIN A?IKLARI-MERSIN (AKDENIZ)
6363;2.00601E+13;2006.01.22;01:12:59.00;36.6443;34.7165;15.1;3.5;3.5;0;;0;0;Ke;MERSIN A?IKLARI-MERSIN (AKDENIZ)
6364;2.00601E+13;2006.01.21;01:48:20.31;39.8747;26.8503;15.8;3.7;3.5;3.7;;0;0;Ke;YESILKOY-BAYRAMIC (?ANAKKALE) [North East  3.7 km]
6365;2.00601E+13;2006.01.20;17:32:53.23;38.4782;39.5157;5.4;3.5;3.5;0;;0;0;Ke;KIZILTEPE-MADEN (ELAZIG) [South West  0.5 km]
6366;2.00601E+13;2006.01.20;10:40:22.13;36.9857;28.244;7.4;4.3;4.1;4.3;;0;0;Ke;CAMLI-MARMARIS (MUGLA) [North West  1.8 km]
6367;2.00601E+13;2006.01.18;08:50:34.55;39.72;44.694;5;3.8;3.8;0;;0;0;Ke;GODEKLI-ARALIK (IGDIR) [South East  14.1 km]
6368;2.00601E+13;2006.01.17;08:30:15.98;38.3287;41.5763;10.2;3.6;3.6;0;;0;0;Ke;AKCALI-KOZLUK (BATMAN) [North East  1.2 km]
6369;2.00601E+13;2006.01.15;16:45:57.00;39.7282;38.7493;8.7;4.2;4;4.2;;0;4.2;Ke;DISTAS-REFAHIYE (ERZINCAN) [South East  2.0 km]
6370;2.00601E+13;2006.01.14;19:55:25.41;39.4252;33.1327;8.7;3.8;3.8;0;;0;0;Ke;YENIYAPANSIHLI-BALA (ANKARA) [South West  4.3 km]
6371;2.00601E+13;2006.01.13;23:31:50.31;37.6112;38.0263;20.2;3.5;3.5;0;;0;0;Ke;ALISAR-BESNI (ADIYAMAN) [South East  1.9 km]
6372;2.00601E+13;2006.01.13;18:54:19.74;38.1547;26.7638;9.4;3.6;3.6;0;;0;0;Ke;SEFERIHISAR A?IKLARI-IZMIR (EGE DENIZI)
6373;2.00601E+13;2006.01.10;22:11:35.37;39.4252;33.1437;5;3.5;3.5;0;;0;0;Ke;YENIYAPANSIHLI-BALA (ANKARA) [South West  3.5 km]
6374;2.00601E+13;2006.01.10;19:12:54.44;35.3693;27.3322;8.8;3.6;3.6;0;;0;0;Ke;AKDENIZ
6375;2.00601E+13;2006.01.10;12:08:08.48;39.8268;38.712;9.1;3.9;3.9;0;;0;0;Ke;YENIYURT-REFAHIYE (ERZINCAN) [North East  0.9 km]
6376;2.00601E+13;2006.01.09;00:41:48.91;35.006;27.3468;10.9;3.7;3.7;0;;0;0;Ke;AKDENIZ
6377;2.00601E+13;2006.01.06;13:49:52.53;38.5477;40.7547;6.2;3.5;3.5;0;;0;0;Ke;YORULMAZ-LICE (DIYARBAKIR) [North East  1.5 km]
6378;2.00601E+13;2006.01.06;06:58:59.17;39.4615;44.6463;5;3.7;3.7;0;;0;0;Ke;T?RKIYE-IRAN SINIR B?LGESI
6379;2.00601E+13;2006.01.05;18:57:01.20;38.67;30.69;1;3.5;3.5;0;;0;0;Ke;ISIKLAR- (AFYONKARAHISAR) [North West  3.1 km]
6380;2.00601E+13;2006.01.05;03:47:44.49;38.2748;38.8075;7.2;3.9;3.9;0;;0;0;Ke;KARSIYAKA-PUTURGE (MALATYA) [North 0.2 km]
6381;2.00601E+13;2006.01.05;03:00:11.04;38.3017;38.8318;5;3.5;3.5;0;;0;0;Ke;BOLUKKAYA-PUTURGE (MALATYA) [North East  1.2 km]
